Категория,Название,Остаток,Цена,Артикул,Компания,Откуда,Объем
Интерьерные краски,"ProfiluxProfessional Эмаль Акриловая Универсальная (Матовая) база 3  0,9 кг",Остаток Алматы: 17 шт,5 750 KZT,МП00-000034,Profilux,Германия,"0,9 л"
Интерьерные краски,"Dufa HOME ВД краска Acrylic matt  база1   2,5л",Остаток Алматы: 15 шт,36 830 KZT,МП00-009627,DUFA,Германия,"2,5 л"
Интерьерные краски,"DufaPremium ВД краска KeraLine 20  база3  2,5л",Остаток Алматы: 17 шт,22 590 KZT,МП00-006528,DUFA,Германия,"2,5 л"
Интерьерные краски,"Краска в/э матовая влагостойкая база темная 5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 17 шт,121 975 KZT,PLARD5,PPL(Paint&Paper Library),Англия,5 л
Интерьерные краски,"Краска в/э матовая влагостойкая база средняя 2,5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 17 шт,69 050 KZT,PLARM25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска в/э база акриловая матовая база средняя 0.25л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 16 шт,11 020 KZT,PPLSPM,PPL(Paint&Paper Library),Англия,"0,25 л"
Интерьерные краски,"Краска в/э матовая влагостойкая база белая 5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 16 шт,121 975 KZT,PLAR5,PPL(Paint&Paper Library),Англия,5 л
Интерьерные краски,"Краска Dulux Professional Vinyl Extra Matt глуб/мат BC 4,5л",Остаток Алматы: 16 шт,48 170 KZT,5687033,Dulux,Англия,"4,5 л"
Интерьерные краски,Краска Dulux TRADE Vinyl Matt матовая bs BW  1,Остаток Алматы: 7 шт,11 280 KZT,5183608,Dulux,Англия,1 л
Интерьерные краски,Краска LAQUE MATE в/э мат. база светлая 5л,Остаток Алматы: 15 шт,170 930 KZT,ALMP5,Argile,Франция,5 л
Интерьерные краски,"DufaPremium ВД краска KeraMatt  база1  2,5л",Остаток Алматы: 11 шт,29 740 KZT,МП00-008319,DUFA,Германия,"2,5 л"
Интерьерные краски,"Краска в/э матовая влагостойкая база средняя 0,75л, Architect Matt , Paint&Paper Library",Остаток Алматы: 15 шт,37 110 KZT,PLARM075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,Краска Dulux Professional BINDO 20 полуматовая BC 9л,Остаток Алматы: 5 шт,74 840 KZT,5309532,Dulux,Англия,9 л
Интерьерные краски,"Краска Dulux Professional BINDO 3 глубокоматовая BC 4,5л",Остаток Алматы: 8 шт,24 620 KZT,5309380,Dulux,Англия,"4,5 л"
Интерьерные краски,"Краска в/э матовая влагостойкая база средняя 5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 14 шт,121 975 KZT,PLARM5,PPL(Paint&Paper Library),Англия,5 л
Интерьерные краски,"Краска LAQUE MATE в/э мат. база средняя 0,75л",Остаток Алматы: 14 шт,42 070 KZT,ALMI075,Argile,Франция,"0,75 л"
Интерьерные краски,ProfiluxProfessional Эмаль Акриловая Универсальная (Матовая) база 1 10 кг,Остаток Алматы: 12 шт,44 020 KZT,МП00-005087,Profilux,Германия,10 л
Интерьерные краски,"DufaPremium ВД краска KeraMatt  база3  2,5л",Остаток Алматы: 13 шт,29 740 KZT,МП00-008330,DUFA,Германия,"2,5 л"
Интерьерные краски,"DufaPremium ВД краска KeraLine 20  база3  0,9л",Остаток Алматы: 13 шт,8 980 KZT,МП00-006527,DUFA,Германия,"0,9 л"
Интерьерные краски,Краска Dulux Professional BINDO 20 полуматовая BW 1л,Остаток Алматы: 6 шт,10 280 KZT,5309511,Dulux,Англия,1 л
Интерьерные краски,Dufa HOME ВД краска Ultra matt база1  9л,Остаток Алматы: 10 шт,156 920 KZT,МП00-009625,DUFA,Германия,9 л
Интерьерные краски,"Dufa HOME ВД краска Ultra matt база1  2,5л",Остаток Алматы: 10 шт,47 980 KZT,МП00-009622,DUFA,Германия,"2,5 л"
Интерьерные краски,Краска Dulux Professional Diamond Extra Matt глуб/мат BW 1л,Остаток Алматы: 8 шт,17 240 KZT,5717335,Dulux,Англия,1 л
Интерьерные краски,Краска Сharmant Solid глубокоматовая моющаяся акрил-уретановая  база А 9 л,Остаток Алматы: 11 шт,213 900 KZT,00-00010115-90,Charmant,Россия,9 л
Интерьерные краски,"Dufa ВД краска MATTLATEX RD100 база3    0,9л",Остаток Алматы: 10 шт,5 120 KZT,МП00-009512,DUFA,Германия,"0,9 л"
Интерьерные краски,"Dufa HOME ВД краска Ultra matt база3  0,9л",Остаток Алматы: 10 шт,17 920 KZT,МП00-009871,DUFA,Германия,"0,9 л"
Интерьерные краски,"Краска в/э акриловая матовая база средняя 5л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 10 шт,112 545 KZT,PLPFM5,PPL(Paint&Paper Library),Англия,5 л
Интерьерные краски,"Краска в/э матовая влагостойкая база экстра-темная 5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 10 шт,121 975 KZT,PLARE5,PPL(Paint&Paper Library),Англия,5 л
Интерьерные краски,"Краска Luxium Prof Diamond Max Protect мт BС4,5л",Остаток Алматы: 10 шт,78 630 KZT,50035256,LUXIUM,Англия,"4,5 л"
Интерьерные краски,"Краска Dulux Professional Diamond Extra Matt глуб/мат ВС 0,9л",Остаток Алматы: 8 шт,17 240 KZT,5717509,Dulux,Англия,"0,9 л"
Интерьерные краски,"Краска Dulux Ultra Resist Для детской BC  2,25",Остаток Алматы: 9 шт,17 770 KZT,5239227,Dulux,Англия,"2,25 л"
Интерьерные краски,Краска в/э матовая Veloute база средняя 0.75л,Остаток Алматы: 9 шт,36 750 KZT,AMVI075,Argile,Франция,"0,75 л"
Интерьерные краски,Dufa HOME ВД краска Acrylic matt  база3  9л,Остаток Алматы: 9 шт,118 170 KZT,МП00-009870,DUFA,Германия,9 л
Интерьерные краски,"Краска в/э матовая влагостойкая база темная 0,75л, Architect Matt , Paint&Paper Library",Остаток Алматы: 9 шт,37 110 KZT,PLARD075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска LAQUE MATE в/э мат. база светлая 2,5л",Остаток Алматы: 9 шт,96 450 KZT,ALMP25,Argile,Франция,"2,5 л"
Интерьерные краски,"Краска в/э акриловая матовая база светлая 2,5л",Остаток Алматы: 9 шт,69 340 KZT,AMPP25,Argile,Франция,"2,5 л"
Интерьерные краски,"Краска Dulux Professional Diamond Extra Matt глуб/мат BW4,5n",Остаток Алматы: 5 шт,72 340 KZT,5717202,Dulux,Англия,"4,5 л"
Интерьерные краски,"Краска Dulux Professional BINDO 20 полуматовая BC 0,9л",Остаток Алматы: 3 шт,10 280 KZT,5309526,Dulux,Англия,"0,9 л"
Интерьерные краски,"Dufa HOME ВД краска Acrylic matt  база3   0,9л",Остаток Алматы: 8 шт,14 150 KZT,МП00-009868,DUFA,Германия,"0,9 л"
Интерьерные краски,"Краска LAQUE MATE в/э мат. база светлая 0,75л",Остаток Алматы: 8 шт,42 070 KZT,ALMP075,Argile,Франция,"0,75 л"
Интерьерные краски,"ProfiluxProfessional Эмаль Акриловая Универсальная (Матовая) база 3  2,4 кг",Остаток Алматы: 8 шт,14 060 KZT,МП00-000035,Profilux,Германия,"2,4 л"
Интерьерные краски,Dufa HOME ВД краска Ultra matt база3  9л,Остаток Алматы: 8 шт,156 920 KZT,МП00-009873,DUFA,Германия,9 л
Интерьерные краски,"Краска антивандальная интерьерная KELLY-MOORE DuraPoxy (цвет- neutral base, matte), банка 3,78л",Остаток Алматы: 8 шт,68 350 KZT,1600-555-1G,KELLY-MOORE,Америка,"3,78 л"
Интерьерные краски,"Dufa HOME ВД краска Ultra matt база3  2,5л",Остаток Алматы: 8 шт,47 980 KZT,МП00-009872,DUFA,Германия,"2,5 л"
Интерьерные краски,"Dufa HOME ВД краска Acrylic matt  база3   2,5л",Остаток Алматы: 8 шт,36 830 KZT,МП00-009869,DUFA,Германия,"2,5 л"
Интерьерные краски,"Краска LAQUE MATE в/э мат. база средняя 2,5л",Остаток Алматы: 8 шт,96 450 KZT,ALMI25,Argile,Франция,"2,5 л"
Интерьерные краски,"Краска в/э акриловая матовая база темная 0,75л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 8 шт,36 050 KZT,PLPFD075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска в/э матовая влагостойкая база экстра-темная 2,5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 8 шт,69 050 KZT,PLARE25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска антивандальная интерьерная KELLY-MOORE DuraPoxy (цвет- deep base, eggshell), банка 3,78л",Остаток Алматы: 7 шт,76 400 KZT,1686-333-1G,KELLY-MOORE,Америка,"3,78 л"
Интерьерные краски,"Краска в/э база акриловая матовая база темная 0.25л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 7 шт,11 020 KZT,PPLSPD,PPL(Paint&Paper Library),Англия,"0,25 л"
Интерьерные краски,"Dufa HOME ВД краска Performance matt база1  2,5л",Остаток Алматы: 5 шт,31 830 KZT,МП00-009629,DUFA,Германия,"2,5 л"
Интерьерные краски,"Краска в/э база акриловая матовая база э.-темная 0.25л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 7 шт,11 020 KZT,PPLSPE,PPL(Paint&Paper Library),Англия,"0,25 л"
Интерьерные краски,"Краска антивандальная интерьерная KELLY-MOORE DuraPoxy (цвет- medium base, eggshell), банка 3,78л",Остаток Алматы: 7 шт,79 700 KZT,1686-222-1G,KELLY-MOORE,Америка,"3,78 л"
Интерьерные краски,"Краска в/э матовая влагостойкая база экстра-темная 0,75л, Architect Matt , Paint&Paper Library",Остаток Алматы: 7 шт,37 110 KZT,PLARE075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,Краска Dulux Ultra Resist Кухня и Ванная мат BW 1л,Остаток Алматы: 2 шт,14 650 KZT,5757360,Dulux,Англия,1 л
Интерьерные краски,"Краска M ПОТОЛОК 2,5л",Остаток Астана: 6 шт,3 715 KZT,5261402,Marshall,Турция,"2,5 л"
Интерьерные краски,"Краска Dulux Ultra Resist Кухня и Ванная мат BW 2,5л",Остаток Алматы: 5 шт,31 230 KZT,5757354,Dulux,Англия,"2,5 л"
Интерьерные краски,Краска Dulux Professional BINDO 3 глубокоматовая BW 1л,Остаток Алматы: 5 шт,6 550 KZT,5309019,Dulux,Англия,1 л
Интерьерные краски,"Краска Dulux Professional BINDO 20 полуматовая BW 2,5л",Остаток Алматы: 4 шт,23 680 KZT,5309518,Dulux,Англия,"2,5 л"
Интерьерные краски,Краска в/э матовая Veloute база  светлая 10л,Остаток Алматы: 5 шт,253 400 KZT,AMVP10,Argile,Франция,10 л
Интерьерные краски,Dufa HOME ВД краска Performance matt база1  9л,Остаток Алматы: 3 шт,103 100 KZT,МП00-009630,DUFA,Германия,9 л
Интерьерные краски,"Краска Dulux Professional BINDO 20 полуматовая BC 2,25л",Остаток Астана: 5 шт,23 680 KZT,5309528,Dulux,Англия,"2,25 л"
Интерьерные краски,Краска в/э акриловая матовая база светлая 5л,Остаток Алматы: 5 шт,128 030 KZT,AMPP5,Argile,Франция,5 л
Интерьерные краски,"Краска в/э акриловая матовая база  экстра-темная 5л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 5 шт,112 545 KZT,PLPFE5,PPL(Paint&Paper Library),Англия,5 л
Интерьерные краски,"Краска в/э акриловая матовая база  экстра-темная 2,5л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 5 шт,63 880 KZT,PLPFE25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска в/э акриловая матовая база средняя 2,5л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 5 шт,63 880 KZT,PLPFM25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска в/э акриловая матовая база средняя 0,75л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 5 шт,36 050 KZT,PLPFM075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска в/э матовая Veloute база светлая 2,5л",Остаток Алматы: 5 шт,85 960 KZT,AMVP25,Argile,Франция,"2,5 л"
Интерьерные краски,Краска в/э матовая Veloute база средняя 5л,Остаток Алматы: 5 шт,154 310 KZT,AMVI5,Argile,Франция,5 л
Интерьерные краски,"Краска антивандальная интерьерная KELLY-MOORE DuraPoxy (цвет- medium base, matte), банка 0,946л",Остаток Алматы: 4 шт,31 300 KZT,1600-222-1Q,KELLY-MOORE,Америка,"0,946 л"
Интерьерные краски,"Краска в/э матовая влагостойкая база темная 2.5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 4 шт,69 050 KZT,PLARD25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,Краска в/э матовая Veloute база  светлая 0.75л,Остаток Алматы: 4 шт,36 750 KZT,AMVP075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска в/э акриловая матовая база белая 5л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 4 шт,112 545 KZT,PLPF5,PPL(Paint&Paper Library),Англия,5 л
Интерьерные краски,"Краска в/э акриловая матовая база белая 0,75л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 4 шт,36 050 KZT,PLPF075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска Charmant Ultra ультраматовая акрил-уретановая, база А 2,7 л",Остаток Алматы: 1 шт,86 400 KZT,00-00012991-27,Charmant,Россия,"2,7 л"
Интерьерные краски,"Краска в/э акриловая матовая база бесцветная 2,5л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 4 шт,63 880 KZT,PLPFT25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска Dulux Professional BINDO 7 матовая BW 2,5л",Остаток Алматы: 3 шт,18 290 KZT,5309396,Dulux,Англия,"2,5 л"
Интерьерные краски,Краска Dulux Ultra Resist Для Детской мат BW 5л,Остаток Астана: 3 шт,56 490 KZT,5757447,Dulux,Англия,5 л
Интерьерные краски,"Краска Dulux Vinyl Extra Matt., BW 1л",Остаток Алматы: 3 шт,11 120 KZT,5686372,Dulux,Англия,1 л
Интерьерные краски,"Краска Charmant Ultra ультраматовая акрил-уретановая, база А 9 л",Остаток Алматы: 1 шт,261 400 KZT,00-00012991-90,Charmant,Россия,9 л
Интерьерные краски,"Краска в/э матовая влагостойкая база белая 0,75л, Architect Matt , Paint&Paper Library",Остаток Алматы: 3 шт,37 110 KZT,PLAR075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска в/э акриловая матовая база экстра-темная 0,75л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 3 шт,36 050 KZT,PPLPFE075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска в/э акриловая матовая база темная 2,5л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 3 шт,63 880 KZT,PLPFD25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска Charmant Ultra ультраматовая акрил-уретановая, база С 2,7 л",Остаток Алматы: 3 шт,86 400 KZT,00-00012992-27,Charmant,Россия,"2,7 л"
Интерьерные краски,Краска Dulux Professional BINDO 7 матовая BC 9л,Остаток Астана: 2 шт,56 250 KZT,5309495,Dulux,Англия,9 л
Интерьерные краски,Dulux Easy BC   9,Остаток Алматы: 1 шт,33 280 KZT,5183567,Dulux,Англия,9 л
Интерьерные краски,"Краска Dulux Ultra Resist Кухня и Ванная мат ВС 0,9л",Остаток Алматы: 2 шт,14 650 KZT,5757410,Dulux,Англия,"0,9 л"
Интерьерные краски,"Краска Dulux Ultra Resist Кухня и Ванная мат ВС 2,25л",Остаток Астана: 2 шт,31 230 KZT,5757408,Dulux,Англия,"2,25 л"
Интерьерные краски,Swiss Lake Intense Resistance Plus база А 9 л,Остаток Астана: 2 шт,167 300 KZT,СН000022774-90,Swiss Lake,Россия,9 л
Интерьерные краски,"Краска Milq Kitchen & Gallery Extra Intense база А 0,9 л",Остаток Астана: 2 шт,17 100 KZT,00-00009791-09,Milq,Россия,"0,9 л"
Интерьерные краски,Краска LAQUE MATE в/э мат. база натуральная 10л,Остаток Алматы: 2 шт,285 000 KZT,ALMN10,Argile,Франция,10 л
Интерьерные краски,"Краска в/э матовая влагостойкая база бесцветная 0,75л, Architect Matt , Paint&Paper Library",Остаток Алматы: 2 шт,37 110 KZT,PLAT075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска в/э акриловая полуматовая, б. э-темная 2,5л, Architects Satinwood, Paint&Paper Library",Остаток Алматы: 2 шт,96 580 KZT,PLASE25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Акриловая полуматовая краска, ARGILE SATIN COUVRANT, база светлая, 2,5л",Остаток Алматы: 2 шт,60 530 KZT,ASCP25,Argile,Франция,"2,5 л"
Интерьерные краски,"Swiss Lake Intense Resistance Plus база C 0,9 л",Остаток Алматы: 2 шт,26 700 KZT,СН000023327-09,Swiss Lake,Россия,"0,9 л"
Интерьерные краски,"Краска Milq Absolute интерьерная износостойкая, база С 0,9 л",Остаток Астана: 2 шт,25 800 KZT,00-00012990-09,Milq,Россия,"0,9 л"
Интерьерные краски,"Краска Milq Kitchen & Gallery Extra Intense база А 2,7 л",Остаток Астана: 2 шт,35 300 KZT,00-00009791-27,Milq,Россия,"2,7 л"
Интерьерные краски,"Краска в/э акриловая полуматовая, б. темная 0,75л, Architects Satinwood, Paint&Paper Library (100131",Остаток Алматы: 2 шт,43 660 KZT,PLASD075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Swiss Lake Intense Resistance Plus база C 2,7 л",Остаток Алматы: 2 шт,56 600 KZT,СН000023327-27,Swiss Lake,Россия,"2,7 л"
Интерьерные краски,"Краска Сharmant Excellence матовая моющаяся акрил-уретановая  база С 0,9 л",Остаток Астана: 2 шт,36 900 KZT,00-00010122-09,Charmant,Россия,"0,9 л"
Интерьерные краски,"Краска Milq Kitchen & Gallery Extra Intense база С 0,9 л",Остаток Алматы: 2 шт,17 100 KZT,00-00009790-09,Milq,Россия,"0,9 л"
Интерьерные краски,"Краска в/э акриловая полуматовая, б. средняя 2,5л, Architects Satinwood, Paint&Paper Library",Остаток Алматы: 2 шт,96 580 KZT,PLASM25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска Сharmant Solid глубокоматовая моющаяся акрил-уретановая  база С 2,7 л",Остаток Алматы: 2 шт,68 600 KZT,00-00010116-27,Charmant,Россия,"2,7 л"
Интерьерные краски,Краска Dulux Professional BINDO 7 матовая BW 9л,Остаток Алматы: 1 шт,39 375 KZT,5302491,Dulux,Англия,9 л
Интерьерные краски,"Краска Dulux Professional BINDO 7 матовая BC 0,9л",Остаток Алматы: 1 шт,7 270 KZT,5309524,Dulux,Англия,"0,9 л"
Интерьерные краски,"Краска Dulux Professional BINDO 7 матовая BC 2,25л",Остаток Алматы: 1 шт,18 290 KZT,5309399,Dulux,Англия,"2,25 л"
Интерьерные краски,"Краска Dulux Professional Diamond Max Protect мат BС 2,25л",Остаток Астана: 1 шт,42 550 KZT,5539701,Dulux,Англия,"2,25 л"
Интерьерные краски,"Краска антивандальная интерьерная KELLY-MOORE DuraPoxy (цвет- neutral base, matte), банка 0,946л",Остаток Алматы: 1 шт,29 000 KZT,1600-555-1Q,KELLY-MOORE,Америка,"0,946 л"
Интерьерные краски,"Краска Dulux Professional BINDO 3 глубокоматовая BW 2,5л",Остаток Астана: 1 шт,15 110 KZT,5309064,Dulux,Англия,"2,5 л"
Интерьерные краски,"Краска в/э матовая Veloute база T412, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT412075,Argile,Франция,"0,75 л"
Интерьерные краски,"MAESTRO Интерьерная классика BW  2,5",Остаток Алматы: 1 шт,5 630 KZT,5183686,Marshall,Турция,"2,5 л"
Интерьерные краски,"Swiss Lake Wall Comfort 7 база C 0,9 л",Остаток Алматы: 1 шт,24 300 KZT,СН000022746-09,Swiss Lake,Россия,"0,9 л"
Интерьерные краски,"MASTER LUX AQUA 40 BW (белый)  2,5",Остаток Астана: 1 шт,27 910 KZT,5246547,Dulux,Англия,"2,5 л"
Интерьерные краски,Краска LAQUE MATE в/э мат. база светлая 10л,Остаток Алматы: 1 шт,285 000 KZT,ALMP10,Argile,Франция,10 л
Интерьерные краски,Краска в/э матовая Veloute база натуральная 0.75л,Остаток Алматы: 1 шт,36 750 KZT,AMVN075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска Сharmant Majestic полуматовая акрил-уретановая для влажных помещений  база А 0,9 л",Остаток Алматы: 1 шт,42 000 KZT,00-00010117-09,Charmant,Россия,"0,9 л"
Интерьерные краски,Swiss Lake Краска водно-дисперсионная Matt Pro Swiss Lake база А 9 л,Остаток Алматы: 1 шт,177 700 KZT,00-00008705-90,Swiss Lake,Россия,9 л
Интерьерные краски,"Краска в/э матовая влагостойкая база белая 2,5л, Architect Matt , Paint&Paper Library",Остаток Алматы: 1 шт,69 050 KZT,PLAR25,PPL(Paint&Paper Library),Англия,"2,5 л"
Интерьерные краски,"Краска профессиональная интерьерная KELLY-MOORE Premium Prof (цвет- neutral base, flat), банка0,946л",Остаток Алматы: 1 шт,19 550 KZT,1005-5-1Q,KELLY-MOORE,Америка,"0,946 л"
Интерьерные краски,"Акриловая полуматовая краска, ARGILE SATIN COUVRANT, база светлая, 5л",Остаток Алматы: 1 шт,107 916 KZT,ASCP5,Argile,Франция,5 л
Интерьерные краски,Краска Milq Kitchen & Gallery Extra Intense база А 9 л,Остаток Астана: 1 шт,107 800 KZT,00-00009791-90,Milq,Россия,9 л
Интерьерные краски,"Краска в/э акриловая матовая база бесцветная 0,75л, Pure Flat Emulsion, Paint&Paper Library",Остаток Алматы: 1 шт,36 050 KZT,PLPFT075,PPL(Paint&Paper Library),Англия,"0,75 л"
Интерьерные краски,"Краска LAQUE MATE в/э мат. база натуральная 0,75л",Остаток Алматы: 1 шт,42 070 KZT,ALMN075,Argile,Франция,"0,75 л"
Интерьерные краски,Краска Сharmant Majestic полуматовая акрил-уретановая для влажных помещений  база А 9 л,Остаток Алматы: 1 шт,261 400 KZT,00-00010117-90,Charmant,Россия,9 л
Интерьерные краски,"Краска профессиональная интерьерная KELLY-MOORE Premium Prof (white base, low sheen), банка 3,78л",Остаток Алматы: 1 шт,67 050 KZT,1007-1-1G,KELLY-MOORE,Америка,"3,78 л"
Интерьерные краски,"Краска Сharmant Majestic полуматовая акрил-уретановая для влажных помещений  база А 2,7 л",Остаток Астана: 1 шт,83 600 KZT,00-00010117-27,Charmant,Россия,"2,7 л"
Интерьерные краски,"Краска в/э матовая Veloute база T424, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT424075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска Milq Absolute интерьерная износостойкая, база С 2,7 л",Остаток Астана: 1 шт,49 200 KZT,00-00012990-27,Milq,Россия,"2,7 л"
Интерьерные краски,"Краска в/э матовая Veloute база T812, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT812075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска в/э матовая Veloute база T142, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT142075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска Сharmant Excellence матовая моющаяся акрил-уретановая  база А 2,7 л",Остаток Астана: 1 шт,73 700 KZT,00-00010121-27,Charmant,Россия,"2,7 л"
Интерьерные краски,"Swiss Lake Краска водно-дисперсионная Matt Pro Swiss Lake база C 2,7 л",Остаток Алматы: 1 шт,56 100 KZT,00-00008706-27,Swiss Lake,Россия,"2,7 л"
Интерьерные краски,"Краска в/э матовая Veloute база T133, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT133075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска в/э матовая Veloute база T414, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT414075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска в/э матовая Veloute база T814, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT814075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска Luxium Prof Diamond Ext Matt глуб/мт BC4,5л",Остаток Алматы: 1 шт,72 340 KZT,50034529,LUXIUM,Англия,"4,5 л"
Интерьерные краски,"Краска в/э матовая Veloute база T822, 0.75л",Остаток Алматы: 1 шт,31 960 KZT,AMVT822075,Argile,Франция,"0,75 л"
Интерьерные краски,"Краска Сharmant Sommet акрил-уретановая для стен и потолков  база А 0,9 л",Остаток Алматы: 1 шт,31 700 KZT,00-00010119-09,Charmant,Россия,"0,9 л"
Интерьерные краски,"Swiss Lake Wall Comfort 7 база А 2,7 л",Остаток Алматы: 1 шт,48 000 KZT,СН000022805-27,Swiss Lake,Россия,"2,7 л"
Интерьерные краски,"Swiss Lake Wall Comfort 7 база C 2,7 л",Остаток Алматы: 1 шт,48 000 KZT,СН000022746-27,Swiss Lake,Россия,"2,7 л"
Защитные составы,WOODEX AQUA WOOD OIL CLEAR пропитывающее средство для древесины 9,Остаток Алматы: 4 шт,74 580 KZT,9482003010,Teknos,Финляндия,9 л
Защитные составы,WOODEX AQUA CLASSIC CLEAR лессирующее средство для древесины  9,Остаток Алматы: 3 шт,70 300 KZT,9422003010,Teknos,Финляндия,9 л
Защитные составы,"WOODEX AQUA CLASSIC CLEAR лессирующее средство для древесины  0,9",Остаток Алматы: 3 шт,9 200 KZT,9422003001,Teknos,Финляндия,"0,9 л"
Защитные составы,Добавка DECORGLITTER ORO     GR.90,Остаток Алматы: 3 шт,6 700 KZT,IDEG0oR00N,Oikos,Италия,90 мл
Защитные составы,"SATU SAUNASUOJA  в/р желеобразное защитное средство для сауны 0,9",Остаток Алматы: 3 шт,7 920 KZT,790000001,Teknos,Финляндия,"0,9 л"
Защитные составы,"WOODEX AQUA CLASSIC CLEAR лессирующее средство для древесины  2,7",Остаток Алматы: 2 шт,25 840 KZT,9422003003,Teknos,Финляндия,"2,7 л"
Защитные составы,"WOODEX AQUA WOOD OIL CLEAR пропитывающее средство для древесины 0,9",Остаток Алматы: 2 шт,8 510 KZT,9482003001,Teknos,Финляндия,"0,9 л"
Защитные составы,"Добавка глиттер  PAILLETTES  OR, 0,03 л",Остаток Алматы: 1 шт,10 115 KZT,MD PLT-OR-030,Maitre Deco,Франция,"0,03 л"
Защитные составы,"WOODEX CLASSIC CLEAR лессирующее средство для древесины  2,7",Остаток Алматы: 1 шт,27 550 KZT,9443003003,Teknos,Финляндия,"2,7 л"
Защитные составы,"Декоративный воск FINITURA MADREPER. ORO  LT.0,5",Остаток Алматы: 1 шт,63 400 KZT,FF2000o00V,Oikos,Италия,"0,5 л"
Защитные составы,Матирующая добавка OPAC              LT. 1,Остаток Алматы: 1 шт,27 600 KZT,OISOPA000E,Oikos,Италия,1 л
Защитные составы,"WOODEX AQUA WOOD OIL CLEAR пропитывающее средство для древесины 2,7",Остаток Алматы: 1 шт,22 900 KZT,9482003003,Teknos,Финляндия,"2,7 л"
Декоративная лепнина,"PX103 молдинг Дюрополимер 200 x 2,464 x 1,23",Остаток Алматы: 65 шт,2 050 KZT,PX103,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"PX175 молдинг Дюрополимер 200 x 5 x 1,7",Остаток Алматы: 54 шт,4 150 KZT,PX175,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"PX201 молдинг Дюрополимер 200 x 2,5 x 9",Остаток Алматы: 53 шт,2 550 KZT,PX201,ORAC Decor,Бельгия,Не указан
